과목명,교수,전공,학년,학수번호,강의실,요일,강의시간
사운드와표현, 박승원," 영상영화학과, 영상학과",2,BGAA57469,예414,화,03-10
사운드와표현, 박승원," 영상영화학과, 영상학과",2,BGAA57469,예414,화,11-18
그리기1, 유우종, 커뮤니케이션디자인학과,1,BGAA61047,예801,금,03-08
그리기1, 유우종, 커뮤니케이션디자인학과,1,BGAA61047,예801,금,11-16
그리기1, 유우종, 커뮤니케이션디자인학과,1,BGAA61047,예801,목,11-16
관찰하기, 한창호, 커뮤니케이션디자인학과,1,BGAA61048,예824,월,03-08
관찰하기, 한창호, 커뮤니케이션디자인학과,1,BGAA61048,예824,월,11-16
관찰하기, 한창호, 커뮤니케이션디자인학과,1,BGAA61048,예824,수,03-08
생각하기/이해하기, 조혜영, 커뮤니케이션디자인학과,1,BGAA61049,예821,수,03-08
생각하기/이해하기, 조혜영, 커뮤니케이션디자인학과,1,BGAA61049,예821,수,11-16
이야기하기, 김지윤, 커뮤니케이션디자인학과,1,BGAA61050,예816,화,03-08
이야기하기, 김지윤, 커뮤니케이션디자인학과,1,BGAA61050,예816,화,11-16
이야기하기, 김지윤, 커뮤니케이션디자인학과,1,BGAA61050,예822,수,11-16
만들기, 최병일, 커뮤니케이션디자인학과,1,BGAA61051,예822,목,03-08
만들기, 최병일, 커뮤니케이션디자인학과,1,BGAA61051,예822,목,11-16
만들기, 최병일, 커뮤니케이션디자인학과,1,BGAA61051,예822,금,03-08
패션디자인CAD, 최선영, 의상디자인학과,1,BGAA61186,예1007,월,01-08
패션디자인CAD, 최재경, 의상디자인학과,1,BGAA61186,예1007,금,01-08
AI앤디자인, 미배정," 영상영화학과, 영상학과",1,BGAA65885,예401,월,03-10
AI앤디자인, 김지은," 영상영화학과, 영상학과",1,BGAA65885,예401,월,11-18
모션디자인, 최승원," 영상영화학과, 영상학과",2,BGAA65886,예306,화,11-18
모션디자인, 최승원," 영상영화학과, 영상학과",2,BGAA65886,예306,수,11-18
움직임1, 예효승," 영상영화학과, 매체연기학과",1,BGAA65918,예103,월,01-08
단편매체실습1, 김준영," 영상영화학과, 매체연기학과",2,BGAA65920,예220,수,11-18
단편매체실습1, 송낙원," 영상영화학과, 매체연기학과",2,BGAA65920,예220,수,01-08
촬영기초, 이강민," 영상영화학과, 매체연기학과",1,BGAA65943,예415,월,11-14
촬영기초, 이강민," 영상영화학과, 매체연기학과",1,BGAA65943,예B103,월,15-18
카메라연기1, 김수현," 영상영화학과, 매체연기학과",2,BGAA65944,예B103,월,01-08
영화매체론, 송낙원," 영상영화학과, 매체연기학과",1,BGAA65947,예412,화,09-10
영화매체론, 송낙원," 영상영화학과, 매체연기학과",1,BGAA65947,예412,수,11-14
교육사회, 서승연," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",4,BHAA09564,사105,금,09-12
교육실습, 김종훈," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",4,BHAA09565,사320,화,13-16
교육실습, 이지현," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",4,BHAA09565,사320,수,09-12
교육실습, 이지현," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",4,BHAA09565,사320,수,13-16
교육실습, 양성관," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",4,BHAA09565,사105,목,13-16
교육심리, 김동주," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",1,BHAA09567,상허관217,월,05-08
교육심리, 이영희," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",1,BHAA09567,상허관218,화,05-08
교육심리, 김정은," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",1,BHAA09567,사216,목,09-12
교육철학및교육사, 정경화," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",3,BHAA09571,사201,월,09-12
교육평가, 조민휘," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",2,BHAA09574,사301-1,수,05-08
교육평가, 조민휘," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",2,BHAA09574,상허관318,수,13-16
교육평가, 김명연," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",2,BHAA09574,사320,금,05-08
교육학개론, 이현영," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",1,BHAA09576,상허관319,월,09-12
교육학개론, 유영미," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",1,BHAA09576,상허관218,목,01-04
교육학개론, 유영미," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",1,BHAA09576,상허관218,목,05-08
교육행정및교육경영, 박재은," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",2,BHAA09578,사105,금,13-16
창의성과교육, 윤성로," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",2,BHAA09606,사320,수,05-08
현장참관실습, 박인화, 영어교육과,3,BHAA09613,사112,금,09-12
현장참관실습, 양희준, 일어교육과,3,BHAA09613,사217,월,17-19
현장참관실습, 서진환, 체육교육과,3,BHAA09613,체육관116,수,17-19
현장참관실습, 서진환, 체육교육과,3,BHAA09613,체육관107,목,17-19
교육과정, 김종훈," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",2,BHAA16904,사105,월,09-12
교육과정, 한화진," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",2,BHAA16904,사105,월,13-16
교육과정, 조덕주," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",2,BHAA16904,사105,수,09-12
교육봉사1, 홍진곤, 수학교육과,2,BHAA39610,사218,목,13-16
교육봉사1, 유병민, 교육공학과,2,BHAA39610,사327,화,01-02
교육봉사1, 유병민, 교육공학과,2,BHAA39610,사327,목,01-02
교육봉사1, 유승공, 음악교육과,2,BHAA39610,사311,금,03-06
교육봉사2, 조정순, 영어교육과,2,BHAA39611,사225,화,10-13
교육봉사2, 신인섭, 일어교육과,2,BHAA39611,사113,화,09-12
교육봉사2, 권택용, 체육교육과,2,BHAA39611,체육관117,수,17-19
교육봉사2, 권택용, 체육교육과,2,BHAA39611,체육관114,금,17-19
특수교육학개론, 손서영," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",3,BHAA45082,상허관222,화,01-04
특수교육학개론, 윤성로," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",3,BHAA45082,사105,금,01-04
특수교육학개론, 윤성로," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",3,BHAA45082,사105,금,05-08
교직실무, 이기호," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",3,BHAA48026,사216,화,17-18
교직실무, 안준용," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",3,BHAA48026,사218,금,17-18
생활지도및상담, 김경미," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",4,BHAA48535,사105,월,05-08
생활지도및상담, 이항심," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",4,BHAA48535,상허관318,화,09-12
학교폭력예방및학생의이해, 최은영," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",1,BHAA57311,사105,수,05-08
학교폭력예방및학생의이해, 최은영," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",1,BHAA57311,사105,목,01-04
학교폭력예방및학생의이해, 최은영," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",1,BHAA57311,사105,목,05-08
디지털교육, 이종연," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 영어교육과",3,BHAA65744,사201,월,05-06
수의학개론, 한진수, 수의예과,1,BIAA10277,동710-3,화,10-13
수의학개론, 한진수, 수의예과,1,BIAA10277,동710-3,화,14-17
수의미생물학1," 이상원, 라태민", 수의예과,2,BIAA58474,수207,월,14-16
수의미생물학1," 이상원, 라태민", 수의예과,2,BIAA58474,수511,금,01-03
수의미생물학1," 이상원, 라태민", 수의예과,2,BIAA58474,수207,월,11-13
수의미생물학1," 이상원, 라태민", 수의예과,2,BIAA58474,수207,금,04-06
분자세포생물학," 이중복, 선우선영", 수의예과,2,BIAA58475,수510,수,01-04
분자세포생물학," 이중복, 선우선영", 수의예과,2,BIAA58475,수207,금,09-12
분자세포생물학," 이중복, 선우선영", 수의예과,2,BIAA58475,수510,수,05-08
분자세포생물학," 이중복, 선우선영", 수의예과,2,BIAA58475,수511,금,13-16
수의바이러스학, 최인수, 수의예과,2,BIAA58477,수409,월,11-13
수의바이러스학, 최인수, 수의예과,2,BIAA58477,수306,수,14-16
수의바이러스학, 최인수, 수의예과,2,BIAA58477,수409,월,14-16
수의바이러스학, 최인수, 수의예과,2,BIAA58477,수307,수,11-13
기초과학통합실습," 이상원, 배기은, 이중복", 수의예과,2,BIAA58478,수410,목,11-18
기초과학통합실습," 이상원, 배기은, 이중복", 수의예과,2,BIAA58478,수410,목,01-08
기초과학통합실습," 이상원, 배기은, 이중복", 수의예과,2,BIAA58478,수410,화,01-08
기초과학통합실습," 이상원, 배기은, 이중복", 수의예과,2,BIAA58478,수410,화,11-18
수의생화학1, 박은진, 수의예과,2,BIAA58482,수306,수,11-13
수의생화학1, 박은진, 수의예과,2,BIAA58482,수511,금,04-06
수의생화학1, 박은진, 수의예과,2,BIAA58482,수307,수,14-16
수의생화학1, 박은진, 수의예과,2,BIAA58482,수207,금,01-03
수의바이러스학실습, 최인수, 수의예과,2,BIAA58483,수509,목,01-04
수의바이러스학실습, 최인수, 수의예과,2,BIAA58483,수509,목,11-14
수의바이러스학실습, 최인수, 수의예과,2,BIAA58483,수509,목,05-08
수의바이러스학실습, 최인수, 수의예과,2,BIAA58483,수509,목,15-18
수의기초화학, 배기은, 수의예과,1,BIAA62357,수409,금,09-12
수의기초화학, 배기은, 수의예과,1,BIAA62357,수409,금,13-16
동물복지학, 윤문석, 수의예과,2,BIAA62358,수207,금,13-16
동물복지학, 윤문석, 수의예과,2,BIAA62358,수511,금,09-12
수의유전학, 박승용, 수의예과,1,BIAA62360,동710-3,화,05-07
수의유전학, 박승용, 수의예과,1,BIAA62360,수510,금,10-12
수의유전학, 박승용, 수의예과,1,BIAA62360,동710-4,화,02-04
수의유전학, 박승용, 수의예과,1,BIAA62360,수510,금,13-15
수의생명과학, 임현정, 수의예과,1,BIAA62362,동710-3,화,02-04
수의생명과학, 임현정, 수의예과,1,BIAA62362,동710-4,수,05-07
수의생명과학, 임현정, 수의예과,1,BIAA62362,동710-4,화,05-07
수의생명과학, 임현정, 수의예과,1,BIAA62362,동710-3,수,02-04
일반물리학및실험1, 송정현, 물리,1,BJAA15313,창113-1,화,04-06
일반물리학및실험1, 송정현, 물리,1,BJAA15313,이108,화,10-13
일반물리학및실험1, 송정현, 물리,1,BJAA15313,창107,금,10-12
일반물리학및실험1, 권용경, 물리,1,BJAA15313,창108,월,04-06
일반물리학및실험1, 권용경, 물리,1,BJAA15313,이108,화,14-17
일반물리학및실험1, 권용경, 물리,1,BJAA15313,창108,수,04-06
컴퓨터프로그래밍및연습, 홍의균, 물리,2,BJAA39582,창103,금,01-08
컴퓨터프로그래밍및연습, 차정희, 물리,2,BJAA39582,창103,월,01-08
화학의원리및실험1, 도정환, 화학과,1,BJAA49131,이101,월,05-08
화학의원리및실험1, 도정환, 화학과,1,BJAA49131,창113-1,화,10-12
화학의원리및실험1, 도정환, 화학과,1,BJAA49131,창113-1,목,10-12
화학의원리및실험1, 임찬, 화학과,1,BJAA49131,이103,월,05-08
화학의원리및실험1, 임찬, 화학과,1,BJAA49131,창106,화,10-12
화학의원리및실험1, 임찬, 화학과,1,BJAA49131,창106,목,10-12
미분방정식과수치설계, 김양진, 수학과,2,BJAA57502,창112,화,09-12
미분방정식과수치설계, 김양진, 수학과,2,BJAA57502,창112,목,09-12
미분방정식과수치설계, 김양진, 수학과,2,BJAA57502,창112,화,03-06
미분방정식과수치설계, 김양진, 수학과,2,BJAA57502,창112,목,03-06
생명과학원론, 윤혜섭, 화학과,1,BJAA59042,창113,화,04-06
생명과학원론, 윤혜섭, 화학과,1,BJAA59042,창113,목,04-06
집합론과이산수학, 이상진, 수학과,2,BJAA59092,창104,월,09-12
집합론과이산수학, 이상진, 수학과,2,BJAA59092,창104,수,09-12
집합론과이산수학, 이상진, 수학과,2,BJAA59092,창104,월,03-06
집합론과이산수학, 이상진, 수학과,2,BJAA59092,창104,수,03-06
환경과학개론, 황순진," 환경과학, 환경보건과학과",1,BKAA07792,생301,화,01-03
환경과학개론, 황순진," 환경과학, 환경보건과학과",1,BKAA07792,생301,목,04-06
생물학, 조유란, 동물자원과학과,1,BKAA13590,동711,목,01-06
일반생물학, 윤영대," 환경과학, 환경보건과학과",1,BKAA17284,생351,월,04-06
일반생물학, 윤영대," 환경과학, 환경보건과학과",1,BKAA17284,생351,수,09-11
환경보건학, 천세철," 환경과학, 환경보건과학과",1,BKAA36148,생351,화,09-11
